Nom.Kods,Nom.Nosaukums,Beigu daudzums,"Beigu vid. cena, EUR",Nom.PCAPVNE.Cena
0215134,Prožektors LED,"2,000","36,865","55,75"
0215189,Gaismas ķermenis 4*18W V/A EVG,"0,000","0,00","22,38"
021527,Mērlenta 13mm*20m stiklašķiedras RS-487902,"6,000","1,5933","2,35"
0216153,MDF līste nosedzošā B041 2750*31*3 KP42041,"3,000","1,1267","1,66"
021764,Mūrnieka aukla 1.7mm*100m balta/dz. R8-630.16.11,"13,000","2,8738","4,24"
021765,Mūrnieka aukla 1mm*50m RB-630.20.05,"15,000","1,238","1,82"
021801,"Papes naglas 20*2,5 mm","156,860","0,8009","1,42"
0218212,Terrana 4241-252 4.0 linolejs,"72,000","3,1633","4,98"
0218426,Kabelis H05RR-F 3*2.5,"96,000","0,9164","1,39"
0218433,Kabelis H05RR-F 3*1.5,"199,000","0,6197","0,95"
0218658,"Griešanas ripa, metālam 350*25.4*2.8mm","107,000","3,8752","6,45"
021878,Polywood steika nazis,"2,000","0,935","1,38"
021893,Nazis 1C05 5606,"1,000","2,76","4,07"
021896,Nazis 1C09 5613,"17,000","2,0624","3,07"
0219007,Gāzes balons 190 g,"28,000","1,1921","1,96"
0219323,Metināšanas transformators Praktik,"0,000","0,00","94,11"
0219495,Gumijas slīpšķīvis D 125 mīksts 260860118,"1,000","13,94","21,94"
0219624,Griešanas ripa 125*22.2*1mm INOX,"589,000","1,0063","1,68"
0219727,Universālais stūris 3*2750*47 mm,"58,000","1,3034","2,05"
0220013,Eņģe dzelzs L 464 100*75 OCS,"115,000","1,9032","2,77"
0220020,Eņģe dzelzs K 464 100*75 OCS,"125,000","1,8365","2,77"
0220075,Asimetriska eņģe mat./hroms,"28,000","1,4489","2,28"
0220120,Aizkaru stanga Cafe 75*120cm misiņš,"35,000","2,1343","3,23"
0220438,Sheetrock gatavā tepe universāla DustControl 13.2 L N,"6,000","13,2333","20,18"
022049,"Nerūs.tērauda sagataves biez.0,5mm","36,000","84,4831","124,61"
0220927,"Griešanas ripa, 115*22.2*1mm INOX","259,000","0,9745","1,68"
022101,Negrozāms ritenis D50,"28,000","0,925","1,37"
0221027,Eņģe misiņa 120*80 PB-610-5 L[22102] 22102,"25,000","2,3876","4,41"
0221034,Eņģe mat./mis. 120*80 L B1007SB 22103,"34,000","2,35","4,41"
0221041,Eņģe mat./mis. 120*80 LH B1007SB 22104,"34,000","2,4182","4,41"
0221065,Eņģe antīk./bronza 120*80LH L B1007AB 22106,"158,000","2,9546","3,50"
0221072,Eņģe antīk./bronza 120*80RH K B1007AB 22107,"133,000","3,2596","3,39"
0221089,Eņģe hromēta 120*80 L BC-610-5 22108,"14,000","3,4729","5,12"
022109,Akas uzliktnis 300*300*150 mm RERETX,"15,000","7,5327","12,07"
0221102,Eņģe mat./hroms120*80 L 22110 B1007SC,"54,000","3,0869","5,25"
0221157,Eņģe misiņa 100*70 K,"84,000","2,3952","2,60"
0221171,Eņģe mat./mis. 100*70 K B1007SB,"128,000","2,3175","3,70"
0221195,Eņģe antīk./bronza 100*70 B1007AB K[22119],"132,000","2,5647","4,24"
022123,Pastiprinātais režģis 250*250mm GR25,"62,000","8,571","12,65"
022128,Nicoll tekne 70 mm brūna LG16M,"3,000","1,7767","2,62"
0221294,Eņģe mat./hrom. 90*60 K,"43,000","1,6881","2,49"
0221324,Eņģe pārfalces universāla misiņa 5*3*3,"34,000","3,2494","4,95"
0221362,Eņģe pārfalces unoversāla misiņa 4*3*3 ar deg.galu,"25,000","3,9008","5,90"
0221379,Eņģe pārfalces universāla mat./mis. 4*3*3 ar dek.galu,"32,000","3,90","5,95"
0221409,"Eņģe pārfalces universāla, misiņa 4*3*3","111,000","3,2532","4,62"
0221416,Eņģe pārfalces universāla mat./mis. 4*3*3,"90,000","3,7299","5,83"
0221671,Skrūves ģipškart. 4.8*115mm rupja v. YA-115*4.8-CB 800gab,"159,080","0,3198","266,55"
0221683,"Eņģe 4*3,5 misiņa L","22,000","3,24","4,98"
0221718,"Skrūves ģipškart. 3,5*25 mm smalka v. iep 16000 YA-214-076","0,000","0,00","55,24"
0221720,"Eņģe 4*3,5, mat./mis. L","81,000","3,2512","5,11"
0221737,"Eņģe 4*3,5, mat./mis. K","74,000","3,2514","5,11"
0221855,"Skrūves ģipškartonam 4,1*76mm rupja v. 2100 YA-214-194","212,000","0,1658","30,76"
0222000,Izolācija  42/10 l=2m,"7,000","0,86","1,29"
0222001,Flīzes Petra Kavics Beige 34*34,"61,490","7,5967","11,21"
0222048,Eņģe regulējama 125*80 mat./hrom. 700PB L[22204],"122,000","5,5378","8,61"
0222079,Eņģe regulējama 125*80 mat./mis. 700PB K[22207],"102,000","5,5677","8,62"
0222086,Eņģe 100*95*4 L mat./mis.,"21,000","4,7043","7,11"
0222109,Eņģe 100*95*4 L mat./mis.,"6,000","5,2467","7,94"
0222116,Eņģe 100*95*4 K mat./mis.,"8,000","5,2463","7,94"
0222130,Eņģe 100*95*4 K antīk./bronza,"4,000","5,245","7,94"
0222224,Stūra līstes GALT 2.7m,"187,000","1,1688","1,78"
022272,Noseglīste L=5000 ar ieliek.mal.06-01,"939,460","0,2459","2,93"
022274,Noseglīstes Gala Kape ar iel.mal. 06-01-3,"559,800","0,0192","0,24"
022300,Notekas apakšējais līkums 80 mm RWS80M,"27,000","2,1259","3,13"
022301,"Notekas apakš,.līkums 80mm brūns RWS80M","129,000","2,1113","3,00"
0223045,Eņģe 4*3.5*3 bronzota bez dek. gala FHP/AB 4BB,"62,000","1,5918","2,35"
0223075,"Izolācijas lente, pelēka  20*15  04252","23,000","0,3317","0,53"
0223205,Eņģe 4*3.5*3 misiņota bez dek.g. apaļiem stūriem FHP/PB 4BB,"82,000","1,5428","2,31"
0223212,Eņģe 4*3.5*3 mar./mis. bez dek.g. apaļiem stūriem FHP/BS 4BB,"60,000","1,5453","2,31"
0223397,"Eņģe 4*3*2,5 bronzota L apaļiem stūriem","122,000","1,3334","2,05"
0223403,"Eņģe 4*3*2,5 bronzota K apaļiem stūriem","146,000","1,3369","2,05"
0223416,"Urbju ātrās nom. patrona 1.5-13mm, 1/2""-20 UNIF 2608572149","4,000","14,335","23,06"
0223427,"Eņģe 4*3*2,5 misiņota K apaļiem stūriem","97,000","1,2644","1,92"
0223434,Eņģe 4*3*2.5 mat./mis. L apaļiem stūriem FHP/BS 1BB,"128,000","1,243","1,92"
0223441,Eņģe 4*3*2.5 mat./mis. K apaļiem stūriem FHP/BS 1BB RH,"108,000","1,2461","1,92"
0223458,Eņģe 4*3*2.5 mat.hrom L apaļiem stūriem FHP/SC 1BB LH 22345,"20,000","1,3505","1,99"
0223472,Eņģe 4*3*2.5 hrom. L apaļiem stūriem FHP/BC 1BB,"112,000","1,3161","2,05"
0223489,Eņģe 4*3*2.5 hromēta K apaļiem stūriem FHP/BC 1BB RH 22348,"90,000","1,3141","2,05"
0223519,421 100*86 OS mat./mis. bez dek.gala,"25,000","1,4728","2,32"
0223526,421 100*86 OGR bronzota bez dek.gala,"35,000","1,4729","2,32"
0223588,"Eņģe 4*3,5*3 bronzota ar dek.galu","30,000","1,625","2,55"
022380,Odu tīkls durvīm 2*60*210 balts O 883400C,"64,000","2,055","3,29"
022381,Odu tīkls logiem 130*150 balts O883200C,"188,000","1,4664","2,33"
022382,"Odu tīkls logiem 130*150, balts","83,000","1,4781","2,33"
022411,Onduline kore,"2005,000","1,9908","5,85"
022416,Onduline loksne,"7048,000","6,0206","9,99"
022417,Onduline naglas 400 gb,"241,975","10,2958","17,36"
022438,Orbitālā sļīpmašīna 330W 115*230mm V3-POX044,"3,000","24,1167","35,57"
0224431,Apaļā vīle-vidēji zobi 200 mm,"1,000","2,79","4,77"
0224622,Trīsstūraina vīle vidēji smalki zobi 200 mm,"3,000","3,38","5,15"
022463,OSB  11mm 2440*1220,"154,000","12,5924","18,57"
0224769,Panelis MDF Kronopol 7*150*2600 B003,"24,160","3,0116","4,74"
0224806,MDF sienas panelis dižskabārdis B008 KP4008,"943,090","0,2151","5,31"
0224807,Lux Decor palisandrs 5 L,"1,000","8,25","12,48"
0224822,Oša ārējais stūris 22*48,"158,000","2,2066","3,49"
0224875,Panelis MDF Kronopol 7*150*2600 B020,"17,600","3,1511","4,95"
0224882,Apdares paneļi kļava 15m,"97,220","2,6933","5,32"
0224913,LuxDecor priede 1 L,"1,000","2,01","3,04"
0224975,LuxDecor teak 1 L,"7,000","2,0114","3,04"
022499,Ota 120*30 mm latex-disp.sarkans plastm. CP-820812,"2,000","0,71","1,05"
0225001,Mazo vīļu komplekts 6 gab,"16,000","2,9619","4,65"
0225069,"Līme supermoment gel, universāla 2g","1457,000","0,2383","1,21"
0227228,Aco Euroline kanāls 1m ar cinkotu režģi,"7,000","18,8014","28,17"
0228204,Tērauda īsā vītne Dn 20 3/4 cinkota,"5,000","0,184","0,27"
022861,Otu kompl.3 izmēri  826104 W826104,"9,000","0,3289","0,48"
022863,Otu kompl. Nr. 10;12;14 3 gb CP-82610202,"8,000","0,4025","0,61"
022864,"Otu kompl. Nr.4,6,8 3 gb CP-82610602","11,000","0,5236","0,83"
022918,Pagarinātājs 1 m 819110-0002,"6,000","4,6367","7,06"
022937,Pagarinātājs 1-viet. a/z 15m DG-YC115,"3,000","9,19","13,56"
022938,Kontaktligzda ar slēdzi a/z DG-ZDB01/01K,"9,000","0,7156","1,05"
0229820,P/G panelis Alaska 600*600*12mm CE-ALA-257M,"3653,000","1,0208","1,51"
0230020,"Atzars 1""","7,000","7,0171","10,66"
0230136,Kāts āmuram 900mm 23013,"43,000","1,9135","3,37"
023037,Pagarinātājs 4-v a/z ar slēdzi 3m 044221,"9,000","2,4489","3,96"
023053,Pagarinātājs 6-v. a/z 3 m 044227,"5,000","2,64","4,03"
023066,Pagarinātājs a/z 5m 3G1.0 spolē 044229,"15,000","6,3533","9,76"
023103,Pakaramais koka 45 cm,"17,000","0,7729","1,04"
023142,"Pakaramais hrom., niķ. mat. WP4904 WP4906","88,000","1,3628","2,11"
0231455,Termostats ventilim  23145,"72,000","3,9279","5,65"
023169,"Pakaramais lielais, hromēts matēts WP5908","124,000","1,1601","1,39"
023170,"Pakaramais lielais, misiņots WP5903","115,000","1,1687","1,39"
023171,"Pakaramais lielais, antīks WP59AB","310,000","1,1123","1,45"
023173,"Pakaramais mazais, hromēts WP1904","77,000","0,4196","0,44"
023175,"Pakaramais mazais, misiņots WP1903","84,000","0,4233","0,77"
023176,"Pakaramais mazais, antīks WP19AB","107,000","0,403","0,44"
023190,"Pakaramais vidējs, hromēts WP8904","105,000","0,6357","0,77"
023191,"Pakaramais vidējs, antīks WP89AB","166,000","0,592","0,77"
023236,Paklājs Drop 40*60,"13,000","2,0062","2,96"
023240,Paklājs Mixmat 40*60,"7,000","2,7314","4,03"
0232826,WC pods Solo Top hor.izv.ar cieto vāku,"1,000","65,67","96,87"
0232829,"WC pods SOLO Top, hor.izv.ar cieto vāku DUO meh.","8,000","72,2488","96,88"
023350,Zāģripa 254*30*2.4,"1,000","12,09","18,30"
0233503,Trejgabals sūknim,"1,000","2,27","3,34"
023407,Paklājs Roller 90*180,"3,000","16,2933","24,03"
023412,Paklājs ar filci 1.8*2.8,"3,000","21,2567","27,43"
023428,Paklājs Holander 40*60,"32,000","3,6053","4,08"
023459,Paklājs Drop  40*60,"19,000","2,06","3,23"
023466,Paklājs Gummy 50*100,"20,000","6,1945","8,20"
023473,Paklājs mazais ar filci 50*70,"28,000","1,5143","2,48"
023504,Paklājs V5 1.8*2.5,"10,000","33,935","50,06"
0235471,5 zobenzāģa asmeņi S 1120 CF,"1000,000","0,237","11,10"
023567,Palešu plēve 10*150 20my LLDPE,"1081,000","1,005","1,78"
0235970,Princas piena šokolādes tāfelīte ar zem.pild. 100 g,"122,000","0,5621","0,90"
0236445,Āķi 4 mēt. uz nerūs.tēr.plāksnes (niķ) BT6226,"62,000","3,4668","5,52"
0236588,Princas piena šokolādes tāfelīte ar trifelēm 100 g,"60,000","0,5597","0,87"
0237507,Notekas stiprinājums 80mm brūns CORGTM,"573,000","0,8621","1,78"
023780,Palodze 020-400 Wymar,"89,340","7,1666","10,32"
023782,Palodze  021-400,"898,180","0,1662","17,96"
023785,Palodze 406-160 185,"96,205","5,1808","8,15"
023787,Palodze 406-200 185,"127,075","5,4584","8,64"
023789,Palodze 406-250 185,"270,725","6,1514","9,89"
023790,Palodze 406-300,"319,110","7,144","11,30"
023791,Palodze 406-350,"128,000","8,0946","12,82"
023794,Palodze 43-160 kok.tek.,"67,920","5,5337","8,49"
023797,Palodze 43-400 koka tek.,"232,260","9,6156","15,18"
023798,Palodze 43-450,"109,920","10,1127","15,68"
023801,Palodze 013-700,"0,330","14,8788","21,97"
023802,Palodze 49-200 buk.tex.,"6,840","11,6769","16,09"
023803,Palodze 506-250/5.2,"13,115","6,2829","9,52"
023807,Palodze 506-400,"22,070","8,8097","13,97"
0238164,"Aukla 30m*1,5 mm","2,000","0,87","1,31"
023835,Palodžu gali,"1603,000","0,8388","1,34"
023836,Palodžu gali-1,"111,000","0,8463","1,34"
023889,Paneļu tīrītājs 800 ml,"25,000","2,0348","3,00"
0239561,Lampa GLI 12/14 4V,"2,000","2,14","3,40"
0239633,Mach3 kasetes,"13,000","6,9169","11,24"
0239640,Gillette Mach3 kasetes 8 gb,"2,000","12,64","19,12"
0239812,Halogēnprožektors 150W ar spīli,"3,000","5,62","8,30"
0240146,Atlas SAM 100 5-30 mm 25 kg pašizlīdzinošā java,"482,500","5,6988","9,36"
0240160,Atlas SAM 200 25-60 mm 25 kg pašizlīdzinošā grīdas java,"426,000","4,2926","7,14"
0240210,Prožektors 150 W 44021,"1,000","5,93","8,75"
024024,Paplāte 230 25002,"70,000","0,805","1,22"
0240318,NS Slēdzene cilindra meh. nik./mat. 24031,"2,000","22,86","33,72"
024040,Paplāte galda plastm. aukst.pārtikas prod.,"4,000","1,8275","2,69"
0240532,Automats 1B25A,"22,000","2,1955","3,29"
0240549,Automāts 1B 32A,"11,000","2,2055","3,26"
0240623,Lodlampa 44062,"5,000","9,166","15,38"
0240882,Uzlika rokturim ar cilindru/nerūs.tērauds,"1,000","0,72","1,10"
0242008,Antivil FI 90 UVT AL plēve ar aluminija slāni,"1703,300","0,6959","1,14"
0243502,Automāts 3C 16A,"27,000","8,9881","13,70"
024385,Pelnu durtiņas 049,"35,000","7,05","12,31"
0243991,Automāts 1C  6A,"25,000","2,244","3,27"
0244011,Automāts 1C 10A,"149,000","2,3201","3,16"
024403,Penofix Extra ātrā montāžas līme  310 ml HPMLA,"18,000","1,9683","2,90"
0244042,Automāt. slēdzis C60N 1P 20A C LV0224404,"90,000","2,3741","3,60"
0244141,TU Eko 23W/827 E27,"2,000","3,20","4,84"
024422,Penosil San Silicon 310 ml,"18,000","1,5222","2,25"
024480,"Pernica 0,5L 713","128,000","1,4155","2,80"
024481,Pernica 1L 1713,"1130,000","0,3474","5,51"
024508,"Petroleja KO-32 apgaism. 0,5 L","132,000","0,8384","1,44"
024511,Petroleja apgaismes šķidrums KO-32 1L,"37,000","1,5957","2,43"
0246034,Bļoda apaļa 26 cm 4 L dzeltens,"11,000","0,5691","0,94"
0246249,Bļoda apaļa 26 cm 4 L bēšs,"18,000","0,5772","0,92"
024639,Piek.slēdz.Lote ar 2 atsl. 5206.2,"16,000","1,3206","1,95"
024683,Piekaramā atslēga 40mm V3-RA5/1114B,"8,000","2,1338","3,14"
0247031,Bļoda apaļa 31 cm 6 L dzeltens,"21,000","0,7557","1,32"
0247209,"Notekas līkums  67"" grādi 80mm CR6GTM","576,000","1,7623","2,95"
0247246,Bļoda apaļa 31 cm 6 L bēšs,"23,000","0,7313","1,32"
024747,"Piekare, 25*40mm apaļa, cinkota 71-055","259,000","0,0422","0,07"
024756,Piekārto griestu panelis  POP 600*600 IG-46501,"718,000","1,571","2,42"
0247893,Energizer Base 24*4 gab AAA-LR03,"51,000","1,5431","2,62"
0247962,Slīplente kokam  75*533 120 10 gab,"44,000","0,852","1,32"
0248243,Bļoda apaļa 36 cm 9 L bēšs,"21,000","1,0643","1,79"
0248267,Bļoda apaļa 36 cm 9 L marmors,"29,000","1,0214","1,79"
0248342,Bļoda apaļa 36 cm 9 L Mix,"79,000","1,023","1,72"
0248420,Panelis MDF Kronopol 7*150*2600 B039,"74,590","1,8342","4,87"
024880,Pigments pasta Mix 80 ml,"589,000","0,87","1,48"
0249220,Āķi 4 mēt. uz koka plāks. (niķ) BT6227,"86,000","4,0977","6,52"
024958,Pinotex Aqua Ultra  3L,"4,000","11,8925","17,54"
0250028,Aizsargpapīrs 30 cm 20 m,"0,000","0,00","1,47"
0250059,Aizsargplēve 55 cm * 20 m 45005,"5,000","0,792","1,48"
025019,"Pl.grīdlīstes leņķis USL50NS,NV","1633,000","0,3415","0,50"
0250256,Slēdzene lielā tikai rokt. 12-60 01254 25025,"25,000","1,7284","2,75"
025026,Pl.leņķis 20*20*1 mm 2.75 m EP20-0101 balts,"111,000","1,0887","1,61"
025027,Pl.leņķis 25*25*1mm2.75m EP25-0101,"86,000","1,2062","1,78"
025044,Pl.grīdlīstes savienojums USL50SV,"1642,000","0,3869","0,57"
0250441,"Atslēdznieka āmurs 1000 g ar rokturi F,25-044","0,000","0,00","8,39"
025047,Pl.grīdlīste 50*22mm 2.5M USL50,"4050,800","1,3886","2,43"
025050,"Pl.grīdlīstes uzgalis USL50OP, OV","2750,000","0,2618","0,38"
0250707,Camelion lodveida E27 7W,"24,000","2,12","3,23"
0250713,Durvju atdure mat/niķ. sienas stipr.,"32,000","1,4484","2,21"
0250720,Durvju atdure misiņa,"7,000","1,7671","3,32"
0250769,Camelion T3 E27 23W,"6,000","2,2483","3,40"
0250769,Camelion T3 E27 23W,"40,000","1,9195","3,43"
0251000,Durvju atdure mat/niķ.,"6,000","1,4467","2,19"
02510411,"Treigab. 1/2"" melns","60,000","0,3082","0,57"
0251056,Camelion 48 SMD,"11,000","3,8273","5,79"
0251062,SN Durvju atdura mat./niķ. ar magnētu lielā,"25,000","1,8572","2,93"
0251079,CR Durvju atdura hromēta ar magnētu lielā,"21,000","1,8571","2,90"
025109,"Pl.leņķis 20*20*1 mm 2,75 m EP20","270,000","1,8814","3,46"
0251109,Iekštelpu slota 60 cm ar kātu,"8,000","7,91","12,44"
0251118,"Aukla neilona 2,0 mm 100 m","1,000","2,09","3,16"
0251185,Iekštelpu slota 80 cm ar kātu,"2,000","10,30","15,58"
02511937,"Amerik.tais. 1"" FF meln.","1,000","1,44","2,21"
025158,Plak.līste 38mm Al zelta 1m 236009,"85,000","2,682","4,25"
025160,Plakanās līstes 38mm Al tumša bronza 1m 238003,"25,000","2,77","4,55"
025168,Plak.līste 28 mm nerūs.tērauds mat. 1 m 037002,"9,000","1,0667","1,58"
025169,Plak. līst. 28mm sudraba 2.7m 085201,"13,000","6,1415","9,43"
025170,Plak.līste 28mm zelta 1m 086000,"71,000","2,2954","3,66"
025171,"Plak.līste 28 mm zelta 2,7 m 086208","21,000","6,7105","9,90"
0251970,Kasetes Mach3,"10,000","3,45","5,99"
0252004,"Terrana 4121-260 3,0 01/Eco linolejs","139,500","3,4662","5,48"
0252129,Terrana 4216-257 2.0,"55,200","3,4871","5,53"
025273,Plakandzelzs 40*4.0*6000 St3SP 6516,"1496,300","0,2991","1,54"
025291,Plakanā līste gaiš.bronza 24.5mm 1m 311409,"33,000","2,5924","3,98"
025292,"Plakanā līste sudraba 24,5 mm 1 m 311102","21,000","2,3662","3,49"
025296,Plakanā līste zelta 24.5mm 1m 311256,"62,000","2,2113","3,57"
0253166,Kabeļu kanāls 25*16,"39,000","0,9333","1,41"
025321,Plastikāta palodze 020-200 Wymar,"85,305","4,4943","6,37"
0253401,Kabeļu kanāls 25*40,"5,000","1,856","2,80"
025354,"Plastmasas maliņa 3,05 m","267,000","1,4392","2,22"
025396,Plastmasas lāpsta ar 1 rokturi 212622,"12,000","5,475","8,08"
0254408,Arcas CR2032 3V litija,"12,000","0,9367","1,76"
0255282,Apdares paneļi bērzs 15m,"44,340","2,6283","4,68"
0255399,Arcas ARC 3Watt Zoom,"2,000","8,175","12,46"
0255528,ARC luk 5528,"10,000","4,054","6,37"
0255764,Camelion CT-4007,"34,000","7,0618","11,34"
0256013,Aizsargbrilles 45601,"25,000","0,8436","1,69"
0256051,Cimdi vienreizējas lietošanas,"16,000","0,2425","0,40"
0256075,Kombinezons izmērs -XL,"18,000","1,0206","2,33"
0256082,Kombinezons izmērs -XXL,"15,000","1,1913","2,33"
025620,"Plāksne 734 40*18,5 mm 50-088","447,000","0,0497","0,09"
0256258,Universālais stūris Passat 3*2750*47mm,"26,000","1,2985","2,05"
0256265,Universālais stūris bērzs JPM/B084/10,"35,000","1,2994","1,98"
025631,"Plāksne 2,120*20mm bihromēta 50-092","337,000","0,1337","0,20"
025642,"Plēve 1200/2400*0,120 pārg.pied.stab. 95","9,500","0,4105","0,61"
025643,"Plēve 1500/3000*0,120 pārg.pied. 1114","81,000","0,5077","0,75"
025644,"Plēve 1500/3000*0,150 pārg.pied.stab.","71,000","0,6221","0,91"
025651,"Plēve 3,0m*0,120 S.stab. dzeltena 115","455,000","0,6242","0,95"
025652,"Plēve 3,0M*0,030 56","2589,900","0,1444","0,23"
025656,"Plēve 3,0m*0,200 77","1996,700","0,9172","1,51"
0256562,Apdares panelis 15m/B083/P3,"49,140","2,9182","4,68"
025658,Plēve 3.0*0.120 parasta 1139,"603,000","0,4936","0,75"
0256586,Apdares paneļi Tumšais ozols,"33,630","3,0883","4,68"
025661,Plēve 3.0m*0.200  pārg.pied. tumši zila UV celt. 13025,"61,000","0,7538","1,12"
025663,"Plēve  6,0(120)  67","2,000","1,025","1,51"
025664,"Plēve 6,0m*0,120 melna 68","2104,000","0,9475","1,52"
025666,"Plēve 6,0M*0,120 zila stab. 2467","128,000","1,16","1,82"
025670,"Plēve 6.0*0,120 parasta 2327","1261,000","0,9989","1,54"
025671,Plēve 6.0m*0.120 stab.sarkana 2468,"558,840","1,0851","2,08"
025673,Plēve 6.0m*0.200 8059,"3217,200","1,8872","3,02"
025680,Plēve zem parketa  25m2 (3mm),"150,000","0,4769","0,78"
025691,Plīts durtiņas,"209,000","5,5742","10,19"
025704,Plīts virsma 710*410 bez riņķiem,"35,000","41,8163","77,03"
025706,Plīts virsma 340*340 ar riņķiem,"10,000","21,059","33,35"
025707,Plīts virsma 760*460 bez.r. ( E ),"64,000","53,0375","95,12"
025709,Plīts virsma 900*530 ar r.,"43,000","66,2165","129,59"
0257100,Virtuves švammes Sc.Sponges Silver Pink 2 gb,"1,000","0,54","0,81"
025711,Plīts virsma 760*460 ar r. ( E ),"49,000","51,1741","86,58"
025781,Rokturis poga ovāla hromēts GP0904,"96,000","0,6858","1,08"
0257985,Papīra put.misiņš GAS 25 5 gab,"985,000","0,2706","36,67"
025824,Porolona blīvlentes 20*20 8m 0604032,"270,000","0,6187","0,98"
025825,Porolona blīvlente  20*30 6m 0604033,"329,000","0,6353","1,02"
025826,Porolona blīvlentes  20*40 4m 0604034,"407,000","0,6279","1,01"
025827,Porolona blīvlentes ar līmi 10.0 m 0604031,"683,000","0,7249","1,14"
025831,Porolons 100mm 16678,"182,110","13,5358","24,13"
025832,Porolons 10mm 16672,"323,360","1,583","2,42"
025833,Porolons 20mm 16668,"460,010","2,8975","4,94"
025834,Porolons 30mm,"347,643","4,217","7,04"
025835,Porolons 40mm 16672,"1196,510","1,0241","18,60"
025836,Porolons 50mm,"246,730","6,9402","24,40"
025837,Porolons 80mm 16676,"182,820","10,3837","19,07"
025840,Porolons zem parketa 1.20m*50m 2.0mm 0404063,"33,000","0,3179","0,47"
0258406,Aizsargmaska sejai,"33,000","0,1591","8,01"
0258741,Arcas sadalītājs ar,"2,000","1,305","1,99"
0258906,Perwoll Black 2 L,"6,000","3,9617","5,45"
025891,Pretdz.mazais pārfalces hromēts 03042,"7,000","0,4157","0,61"
0258937,Perwoll Color 2 L,"0,000","0,00","5,44"
025906,"Pretkor.emalja ar veserefektu 0,8 L","4,000","4,18","6,18"
025910,Pretkorozijas eļļošanas līdzeklis automobīļiem 600 ml,"3,000","2,8467","4,20"
0259168,Kab. kanāls pašlīm. 25*16,"41,000","1,5822","2,42"
0259205,HD88 lukturis 25 diodes galvas,"15,000","4,464","6,30"
0259229,Likturis 19 diodes galvas HD88,"5,000","6,326","5,56"
0259236,Arcas ARC-28 Led-TL,"2,000","5,71","8,64"
0259311,Arcas ARC-45,"6,000","6,925","10,77"
0259366,HD88 lukturis 9 diodes,"19,000","5,1374","3,63"
0259528,Arcas ARC-28*Led-KL,"1,000","4,06","6,13"
025970,Primer FL3 dziļā grunts 10 kg Somija  0301054,"15,000","5,6053","8,38"
0260202,Quinto tualetes birste un tirētājs,"0,000","0,00","9,05"
0260237,SDS Plus urbis S4 8*310 mm,"11,000","5,87","8,86"
0260241,Eglīšu svecītes 12 gab krāsainas,"619,000","0,5884","0,98"
0260459,Gumijas slīpšķīvis 125 mm PEX 270,"17,000","12,1841","18,95"
0261209,Quinto plaukts,"4,000","6,4025","9,76"
026122,Prožektors pārnēs. HP-4014 2*150W 41565,"2,000","9,585","14,14"
0261456,Griešanas ripa INOX 100*1.2*22.2,"9,000","1,3944","2,06"
